"id";"name";"compilation_root";"dlc_root";"console";"original_console";"completion";"ownership";"achievements";"achievement_total";"rating";"multi_rating";"now_playing";"note";"multi_note";"review";"multi_comp_local";"multi_coop_local";"multi_comp_LAN";"multi_coop_LAN";"multi_comp_online";"multi_coop_online"
507;"Brain Age: Train Your Brain in Minutes a Day!";0;0;28;0;0;0;0;0;4;0;0;"";"";"";16;0;0;0;0;0
508;"Call of Duty: Modern Warfare 3: Defiance";0;0;28;0;1;0;0;0;0;0;0;"";"";"";0;0;6;0;0;0
509;"Chrono Trigger";0;0;28;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
510;"Clubhouse Games";0;0;28;0;0;0;0;0;3;0;0;"";"";"";8;0;8;0;0;0
511;"Contra 4";0;0;28;0;3;0;0;0;5;0;0;"";"";"";0;0;0;2;0;0
512;"Contra";1;0;28;21;3;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
513;"Super C";1;0;28;21;2;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
514;"Diddy Kong Racing DS";0;0;28;0;4;0;0;0;4;0;0;"";"";"";8;0;8;0;0;0
515;"DK: Jungle Climber";0;0;28;0;4;0;0;0;5;0;0;"";"";"";4;0;0;0;0;0
516;"Dragon Quest Heroes: Rocket Slime";0;0;28;0;3;0;0;0;5;0;0;"";"";"";0;0;4;0;0;0
517;"Elite Beat Agents";0;0;28;0;4;0;0;0;5;0;0;"";"";"";4;2;4;2;0;0
518;"Geometry Wars: Galaxies";0;0;28;0;2;0;0;0;3;0;0;"";"";"";2;2;2;2;0;0
519;"Geometry Wars: Retro Evolved";1;0;28;5;0;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
520;"GoldenEye: Rogue Agent";0;0;28;0;2;0;0;0;1;0;0;"";"";"";8;0;4;0;0;0
521;"Grand Theft Auto: Chinatown Wars";0;0;28;0;3;0;0;0;5;0;0;"";"";"";0;0;2;2;0;0
522;"The Legend of Zelda: Spirit Tracks";0;0;28;0;3;0;0;0;4;0;0;"";"";"";4;0;0;0;0;0
523;"The Legend of Zelda: Phantom Hourglass";0;0;28;0;3;0;0;0;4;0;0;"";"";"";2;0;2;0;0;0
524;"Mario & Luigi: Bowser's Inside Story";0;0;28;0;3;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
525;"Mario & Sonic at the Olympic Games";0;0;28;0;3;0;0;0;2;0;0;"";"";"";4;0;4;0;0;0
526;"Mario & Sonic at the Olympic Winter Games";0;0;28;0;3;0;0;0;2;0;0;"";"";"";4;0;4;0;0;0
527;"Mario Hoops: 3-on-3";0;0;28;0;3;0;0;0;4;0;0;"";"";"";4;0;4;0;0;0
528;"Mario Kart DS";0;0;28;0;4;0;0;0;5;0;0;"";"";"";8;0;8;0;0;0
529;"Mario Party DS";0;0;28;0;3;0;0;0;4;0;0;"";"";"";4;0;0;0;0;0
530;"Mega Man ZX Advent";0;0;28;0;3;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
531;"Meteos";0;0;28;0;4;0;0;0;5;0;0;"";"";"";4;0;4;0;0;0
532;"Metroid Prime Hunters";0;0;28;0;3;0;0;0;4;0;0;"";"";"";4;0;4;0;0;0
533;"Metroid Prime Hunters: First Hunt";0;0;28;0;4;0;0;0;2;0;0;"";"";"";0;0;4;0;0;0
534;"Metroid Prime Pinball";0;0;28;0;1;0;0;0;0;0;0;"";"";"";8;0;8;0;0;0
535;"Moon";0;0;28;0;3;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
536;"Namco Museum DS";0;0;28;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
537;"Dig Dug II";1;0;28;-2;0;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
538;"Galaga";1;0;28;-2;0;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
539;"Galaxian";1;0;28;-2;0;0;0;0;1;0;0;"";"";"";0;0;0;0;0;0
540;"Mappy";1;0;28;-2;0;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
541;"Pac-Man";1;0;28;-2;0;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
542;"Pac-Man Vs.";1;0;28;16;0;0;0;0;5;0;0;"";"";"";4;0;0;0;0;0
543;"The Tower of Druaga";1;0;28;-2;0;0;0;0;1;0;0;"";"";"";0;0;0;0;0;0
544;"Xevious";1;0;28;-2;0;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
545;"New Super Mario Bros.";0;0;28;0;3;0;0;0;4;0;0;"";"";"";4;0;0;0;0;0
546;"Nintendogs: Dachshund & Friends";0;0;28;0;0;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
547;"Pac-Pix";0;0;28;0;4;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
548;"Picross DS";0;0;28;0;0;0;0;0;4;0;0;"";"";"";5;0;0;0;0;0
549;"PokEmon Dash";0;0;28;0;3;0;0;0;3;0;0;"";"";"";0;0;6;0;0;0
550;"PokEmon Diamond";0;0;28;0;4;0;0;0;5;0;0;"";"";"";0;0;4;0;0;0
551;"PokEmon SoulSilver";0;0;28;0;3;0;0;0;4;0;0;"";"";"";0;0;4;0;0;0
552;"Professor Layton and the Curious Village";0;0;28;0;4;1;0;0;5;0;0;"";"";"";0;0;0;0;0;0
553;"Professor Layton and the Diabolical Box";0;0;28;0;4;1;0;0;5;0;0;"";"";"";0;0;0;0;0;0
554;"Professor Layton and the Last Specter";0;0;28;0;4;1;0;0;4;0;0;"";"";"";0;0;0;0;0;0
555;"London Life";1;0;28;0;0;1;0;0;0;0;0;"";"";"";0;0;0;0;0;0
556;"Professor Layton and the Unwound Future";0;0;28;0;4;1;0;0;5;0;0;"";"";"";0;0;0;0;0;0
557;"Sonic Colors";0;0;28;0;3;0;0;0;3;0;0;"";"";"";2;0;2;0;0;0
558;"Sonic Rush";0;0;28;0;3;0;0;0;4;0;0;"";"";"";2;0;2;0;0;0
559;"Sonic Rush: Adventure";0;0;28;0;3;0;0;0;4;0;0;"";"";"";2;0;2;0;0;0
560;"Star Fox: Command";0;0;28;0;4;0;0;0;3;0;0;"";"";"";6;0;6;0;0;0
561;"Super Mario 64 DS";0;0;28;0;4;0;0;0;5;0;0;"";"";"";4;0;0;0;0;0
562;"Tetris DS";0;0;28;0;0;0;0;0;5;0;0;"";"";"";10;0;0;0;0;0
563;"Viva PiNata: Pocket Paradise";0;0;28;0;4;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
564;"WarioWare: D.I.Y.";0;0;28;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
565;"Worms: Open Warfare 2";0;0;28;0;3;0;0;0;5;0;0;"";"";"";2;0;4;0;0;0
566;"Advance Wars 2: Black Hole Rising";0;0;41;0;3;0;0;0;4;0;0;"";"";"";4;0;4;0;0;0
567;"Banjo-Kazooie: Grunty's Revenge";0;0;41;0;4;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
568;"Banjo-Pilot";0;0;41;0;3;0;0;0;3;0;0;"";"";"";0;0;4;0;0;0
569;"Chu Chu Rocket";0;0;41;0;3;0;0;0;3;0;0;"";"";"";4;0;0;0;0;0
570;"DK: King of Swing";0;0;41;0;3;0;0;0;4;0;0;"";"";"";4;0;4;0;0;0
571;"F-Zero: GP Legend";0;0;41;0;3;0;0;0;4;0;0;"";"";"";4;0;4;0;0;0
572;"F-Zero: Maximum Velocity";0;0;41;0;3;0;0;0;4;0;0;"";"";"";4;0;4;0;0;0
573;"Kirby & The Amazing Mirror";0;0;41;0;4;1;0;0;5;0;0;"";"";"";0;0;4;4;0;0
574;"Kuru Kuru Kururin";0;0;41;0;3;0;0;0;4;0;0;"";"";"";4;0;0;0;0;0
575;"The Legend of Zelda: A Link to the Past";0;0;41;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
576;"The Legend of Zelda: Four Swords";1;0;41;0;3;0;0;0;4;0;0;"";"";"";0;0;0;4;0;0
577;"Mario & Luigi: Superstar Saga";0;0;41;0;3;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
578;"Mario Bros. (2001)";0;0;41;0;0;0;0;0;2;0;0;"";"";"";4;0;4;4;0;0
579;"Mario Golf: Advance Tour";0;0;41;0;2;0;0;0;3;0;0;"";"";"";4;0;4;0;0;0
580;"Mario Kart: Super Circuit";0;0;41;0;3;0;0;0;3;0;0;"";"";"";4;0;4;0;0;0
581;"Mario Party Advance";0;0;41;0;3;0;0;0;3;0;0;"";"";"";4;0;2;0;0;0
582;"Mario Tennis: Power Tour";0;0;41;0;2;0;0;0;3;0;0;"";"";"";0;0;4;2;0;0
583;"Mario vs. Donkey Kong";0;0;41;0;4;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
584;"Mega Man & Bass";0;0;41;0;2;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
585;"Metroid Fusion";0;0;41;0;4;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
586;"Metroid: Zero Mission";0;0;41;0;3;1;0;0;5;0;0;"";"";"";0;0;0;0;0;0
587;"Metroid";1;0;41;21;3;1;0;0;3;0;0;"";"";"";0;0;0;0;0;0
588;"PokEmon LeafGreen";0;0;41;0;3;0;0;0;5;0;0;"";"";"";0;0;4;0;0;0
589;"PokEmon Mystery Dungeon: Red Rescue Team";0;0;41;0;3;1;0;0;3;0;0;"";"";"";0;0;0;0;0;0
590;"PokEmon Sapphire";0;0;41;0;3;1;0;0;5;0;0;"";"";"";0;0;4;0;0;0
591;"Sonic Advance";0;0;41;0;3;0;0;0;4;0;0;"";"";"";4;0;4;0;0;0
592;"Sonic Advance 2";0;0;41;0;3;0;0;0;4;0;0;"";"";"";4;0;4;0;0;0
593;"Sonic Advance 3";0;0;41;0;3;0;0;0;3;0;0;"";"";"";4;0;4;2;0;0
594;"Wario Land 4";0;0;41;0;3;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
595;"WarioWare, Inc.: Mega Microgame$!";0;0;41;0;3;0;0;0;5;0;0;"";"";"";2;0;0;0;0;0
596;"Mario Party-e";0;0;42;0;0;0;0;0;3;0;0;"";"";"";4;0;0;0;0;0
597;"Donkey Kong Country ";0;0;30;20;3;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
598;"PokEmon Silver";0;0;30;0;3;0;0;0;4;0;0;"";"";"";0;0;2;0;0;0
599;"Super Mario Bros. Deluxe";0;0;30;21;3;0;0;0;4;0;0;"";"";"";0;0;2;0;0;0
600;"Super Mario Bros.: For Super Players";1;0;30;21;2;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
601;"Kwirk";0;0;31;0;2;0;0;0;3;0;0;"";"";"";0;0;2;0;0;0
602;"Metroid II: Return of Samus";0;0;31;0;3;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
603;"PokEmon Yellow";0;0;31;0;3;1;0;0;3;0;0;"";"";"";0;0;2;0;0;0
604;"Command & Conquer: Red Alert 2";0;0;33;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
605;"Command & Conquer: The First Decade";0;0;33;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
606;"Command & Conquer";1;0;33;0;3;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
607;"Command & Conquer: Generals";1;0;33;0;3;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
608;"Command & Conquer: Generals: Zero Hour";1;0;33;0;2;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
609;"Command & Conquer: Red Alert";1;0;33;0;2;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
610;"Command & Conquer: Red Alert 2";1;0;33;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
611;"Command & Conquer: Red Alert: Counterstrike";1;0;33;0;1;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
612;"Command & Conquer: Red Alert: The Aftermath";1;0;33;0;1;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
613;"Command & Conquer: Renegade";1;0;33;0;3;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
614;"Command & Conquer: The Covert Operations";1;0;33;0;1;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
615;"Command & Conquer: Tiberian Sun";1;0;33;0;2;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
616;"Command & Conquer: Tiberian Sun: Firestorm";1;0;33;0;1;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
617;"Command & Conquer: Yuri's Revenge";1;0;33;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
618;"Command & Conquer: Yuri's Revenge";0;0;33;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
619;"Lode Runner: The Legend Returns";0;0;33;0;2;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
620;"Red Alert 3";0;0;33;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
621;"Sid Meier's Civilization III Complete";0;0;33;0;1;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
622;"Sid Meier's Civilization IV";0;0;33;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
623;"Beyond the Sword";0;1;33;0;2;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
624;"Colonization";0;1;33;0;1;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
625;"Warlords";0;1;33;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
626;"SimCity 3000";0;0;33;0;0;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
627;"Spore";0;0;33;0;3;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
628;"Gone Home";0;0;34;0;4;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
629;"Hidden in Plain Sight";0;0;34;0;0;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
630;"Light Angles";0;0;34;0;0;0;0;0;4;0;0;"";"";"";8;0;0;0;0;0
631;"Lode Runner Online: The Mad Monks' Revenge";0;0;34;0;0;0;0;0;5;0;0;"";"";"";0;2;0;0;0;0
632;"Mari0";0;0;34;0;0;0;0;0;0;0;0;"";"";"";0;4;0;0;0;0
633;"Minecraft";0;0;34;0;0;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
634;"Regular Human Basketball";0;0;34;0;0;0;0;0;5;0;0;"";"";"";10;0;0;0;0;0
635;"Street Fighter X Mega Man";0;0;34;0;3;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
636;"An Untitled Story";0;0;34;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
637;"1001 Spikes";0;0;35;0;1;0;0;25;0;0;0;"";"";"";4;4;0;0;0;0
638;"12 orbits";0;0;35;0;1;0;0;0;0;0;0;"";"";"";12;0;0;0;0;0
639;"Amnesia: The Dark Descent";0;0;35;0;3;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
640;"Justine";0;1;35;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
641;"Astro Duel";0;0;35;0;0;0;0;0;4;0;0;"";"";"";4;0;0;0;0;0
642;"The Beginner's Guide";0;0;35;0;4;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
643;"Bionic Commando: Rearmed";0;0;35;0;3;0;0;0;5;0;0;"";"";"";4;2;0;0;0;0
644;"Borderlands";0;0;35;0;2;0;15;80;5;0;0;"";"";"";0;0;0;0;0;0
645;"Broforce";0;0;35;0;0;0;0;0;4;0;0;"";"";"";4;4;0;0;0;0
646;"Clusterpuck 99";0;0;35;0;2;0;0;0;0;0;0;"";"";"";8;0;0;0;0;0
647;"CMYW";0;0;35;0;0;0;0;0;4;0;0;"";"";"";0;4;0;0;0;0
648;"Collider";0;0;35;0;0;0;0;0;4;0;0;"";"";"";8;0;0;0;0;0
649;"Counter-Strike";0;0;35;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
650;"Counter-Strike: Condition Zero";0;0;35;0;3;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
651;"Counter-Strike: Condition Zero Deleted Scenes";0;0;35;0;2;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
652;"Counter-Strike: Source";0;0;35;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
653;"Crawl";0;0;35;0;2;0;0;0;0;0;0;"";"";"";4;0;0;0;0;0
654;"Day of Defeat";0;0;35;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
655;"Day of Defeat: Source";0;0;35;0;0;0;0;52;0;0;0;"";"";"";0;0;0;0;0;0
656;"Dear Esther";0;0;35;0;4;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
657;"Deathmatch Classic";0;0;35;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
658;"Deus Ex";0;0;35;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
659;"Deus Ex: Human Revolution";0;0;35;0;3;0;0;49;5;0;0;"";"";"";0;0;0;0;0;0
660;"Deus Ex: Invisible War";0;0;35;0;3;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
661;"Divekick";0;0;35;0;3;0;0;14;4;0;0;"";"";"";2;0;0;0;0;0
662;"Duck Game";0;0;35;0;1;0;0;0;0;0;0;"";"";"";4;0;0;0;0;0
663;"Dustforce DX";0;0;35;0;2;0;0;1;0;0;0;"";"";"";4;0;0;0;0;0
664;"Gang Beasts";0;0;35;0;0;0;0;0;5;0;0;"";"";"";8;0;0;0;0;0
665;"Goat Simulator";0;0;35;0;1;0;0;47;5;0;0;"";"";"";0;4;0;0;0;0
666;"Greed Corp";0;0;35;0;3;0;3;13;5;0;0;"";"";"";0;0;0;0;0;0
667;"Gun Monkeys";0;0;35;0;0;0;0;0;0;0;0;"";"";"";2;0;0;0;0;0
668;"Half-Life";0;0;35;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
669;"Half-Life 2";0;0;35;0;3;0;20;33;5;0;0;"";"";"";0;0;0;0;0;0
670;"Half-Life 2: Deathmatch";0;0;35;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
671;"Half-Life 2: Episode One";0;0;35;0;3;0;6;13;5;0;0;"";"";"";0;0;0;0;0;0
672;"Half-Life 2: Episode Two";0;0;35;0;3;0;13;22;5;0;0;"";"";"";0;0;0;0;0;0
673;"Half-Life 2: Lost Coast";0;0;35;0;3;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
674;"Half-Life Deathmatch: Source";0;0;35;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
675;"Half-Life: Blue Shift";0;0;35;0;3;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
676;"Half-Life: Opposing Force";0;0;35;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
677;"Half-Life: Source";0;0;35;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
678;"Hitman: Blood Money";0;0;35;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
679;"Jamestown";0;0;35;0;0;0;0;42;0;0;0;"";"";"";0;0;0;0;0;0
680;"Keep Talking and Nobody Explodes";0;0;35;0;0;0;0;0;0;0;0;"";"";"";0;2;0;0;0;0
681;"Left 4 Dead";0;0;35;0;3;0;24;73;5;0;0;"";"";"";0;0;0;0;0;0
682;"Left 4 Dead 2";0;0;35;0;3;0;1;67;5;0;0;"";"";"";0;0;0;0;0;0
683;"Lethal League";0;0;35;0;2;0;3;23;4;0;0;"";"";"";4;0;0;0;0;0
684;"Limbo";0;0;35;0;3;0;5;13;4;0;0;"";"";"";0;0;0;0;0;0
685;"Lovers in a Dangerous Spacetime";0;0;35;0;1;0;0;0;0;0;0;"";"";"";0;4;0;0;0;0
686;"Mashed";0;0;35;14;4;0;0;0;4;0;0;"";"";"";4;0;0;0;0;0
687;"Moonshot";0;0;35;0;0;0;0;0;4;0;0;"";"";"";4;0;0;0;0;0
688;"Move or Die";0;0;35;0;1;0;0;0;0;0;0;"";"";"";4;0;0;0;0;0
689;"Nidhogg";0;0;35;0;4;0;4;12;5;0;0;"";"";"";2;0;0;0;0;0
690;"Obliteracers";0;0;35;0;1;0;0;13;0;0;0;"";"";"";16;0;0;0;0;0
691;"Octodad: Dadliest Catch";0;0;35;0;2;0;1;32;0;0;0;"";"";"";0;4;0;0;0;0
692;"OlliOlli 2: Welcome to Olliwood";0;0;35;0;3;0;13;27;4;0;0;"";"";"";4;0;0;0;0;0
693;"Orbital Gear";0;0;35;0;0;0;0;12;4;0;0;"";"";"";4;0;0;0;0;0
694;"Overcooked";0;0;35;0;1;0;0;12;0;0;0;"";"";"";0;4;0;0;0;0
695;"The Last Morsel";0;1;35;0;1;0;0;0;0;0;0;"";"";"";0;4;0;0;0;0
696;"Pac-Man 256";0;0;35;0;0;0;0;0;4;0;0;"";"";"";0;4;0;0;0;0
697;"Pac-Man Museum";0;0;35;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
698;"Pac & Pal";1;0;35;-2;0;0;4;12;2;0;0;"";"";"";0;0;0;0;0;0
699;"Pac-Attack";1;0;35;19;0;0;0;0;2;0;0;"";"";"";2;0;0;0;0;0
700;"Pac-Land";1;0;35;-2;0;0;0;0;1;0;0;"";"";"";0;0;0;0;0;0
701;"Pac-Man";1;0;35;-2;0;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
702;"Pac-Man Arrangement (2005)";1;0;35;16;3;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
703;"Pac-Man Championship Edition";1;0;35;5;0;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
704;"Pac-Man: Battle Royale";1;0;35;-2;0;0;0;0;4;0;0;"";"";"";4;0;0;0;0;0
705;"Pac-Mania";1;0;35;-2;0;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
706;"Super Pac-Man";1;0;35;-2;0;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
707;"Pix the Cat";0;0;35;0;0;0;4;11;4;0;0;"";"";"";4;0;0;0;0;0
708;"Portal";0;0;35;0;3;0;5;15;5;0;0;"";"";"";0;0;0;0;0;0
709;"Portal 2";0;0;35;0;3;0;16;50;5;0;0;"";"";"";0;0;0;0;0;0
710;"Push Me Pull You";0;0;35;0;0;0;0;11;5;0;0;"";"";"";4;0;0;0;0;0
711;"Red Faction ";0;0;35;0;3;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
712;"Red Faction II";0;0;35;0;3;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
713;"Ricochet";0;0;35;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
714;"Rivals of Aether";0;0;35;0;1;0;0;0;0;0;0;"";"";"";4;0;0;0;0;0
715;"Rocket League";0;0;35;0;1;0;0;70;0;0;0;"";"";"";4;0;0;0;0;0
716;"Rome: Total War";0;0;35;0;2;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
717;"Alexander";0;1;35;0;1;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
718;"Barbarian Invasion";0;1;35;0;2;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
719;"Samurai Gunn";0;0;35;0;0;0;0;6;5;0;0;"";"";"";4;0;0;0;0;0
720;"Screencheat";0;0;35;0;0;0;0;21;5;0;0;"";"";"";8;0;0;0;0;0
721;"Soccertron";0;0;35;0;0;0;0;30;0;0;0;"";"";"";4;0;0;0;0;0
722;"Sonic the Hedgehog 3 & Knuckles";0;0;35;19;3;0;0;0;4;0;0;"";"";"";2;2;0;0;0;0
723;"SpeedRunners";0;0;35;0;0;0;3;14;4;0;0;"";"";"";4;0;0;0;0;0
724;"Spelunky";0;0;35;0;3;0;7;20;4;0;0;"";"";"";4;4;0;0;0;0
725;"The Stanley Parable";0;0;35;0;3;0;6;10;4;0;0;"";"";"";0;0;0;0;0;0
726;"Star Wars: Knights of the Old Republic";0;0;35;0;2;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
727;"Starwhal";0;0;35;0;0;0;0;24;5;0;0;"";"";"";4;0;0;0;0;0
728;"Super Impossible Road";0;0;35;0;0;0;0;0;4;0;0;"";"";"";4;0;0;0;0;0
729;"Super Meat Boy";0;0;35;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
730;"Team Fortress 2";0;0;35;0;0;0;44;448;5;0;0;"";"";"";0;0;0;0;0;0
731;"Team Fortress Classic";0;0;35;0;0;0;0;0;0;0;0;"";"";"";0;0;0;0;0;0
732;"Thief Town";0;0;35;0;0;0;0;32;0;0;0;"";"";"";4;0;0;0;0;0
733;"Toto Temple Deluxe";0;0;35;0;2;0;0;0;0;0;0;"";"";"";4;0;0;0;0;0
734;"TowerFall: Ascension";0;0;35;0;3;0;10;20;5;0;0;"";"";"";4;2;0;0;0;0
735;"TowerFall: Dark World";0;1;35;0;2;0;0;0;5;0;0;"";"";"";4;4;0;0;0;0
736;"TowerFall: 8-Player";0;1;35;0;0;0;0;0;0;0;0;"";"";"";8;0;0;0;0;0
737;"Tricky Towers";0;0;35;0;2;0;0;29;5;0;0;"";"";"";4;0;0;0;0;0
738;"Ultimate Chicken Horse";0;0;35;0;0;0;0;31;5;0;0;"";"";"";4;0;0;0;0;0
739;"Undertale";0;0;35;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
740;"Vertiginous Golf";0;0;35;0;3;0;9;45;4;0;0;"";"";"";4;0;0;0;0;0
741;"Videoball";0;0;35;0;2;0;0;0;0;0;0;"";"";"";6;0;0;0;0;0
742;"Worms: Clan Wars";0;0;35;0;0;0;3;14;4;0;0;"";"";"";4;0;0;0;0;0
743;"Worms: Reloaded";0;0;35;0;0;0;0;61;2;0;0;"";"";"";4;0;0;0;0;0
744;"Angry Birds";0;0;32;0;0;1;0;0;2;0;0;"";"";"";0;0;0;0;0;0
745;"Angry Birds 2";0;0;32;0;0;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
746;"O Loop";0;0;32;0;0;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
747;"Clash of Clans";0;0;32;0;0;0;0;0;2;0;0;"";"";"";0;0;0;0;0;0
748;"Crossy Road";0;0;32;0;0;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
749;"Desert Golfing";0;0;32;0;0;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
750;"Deus Ex Go";0;0;32;0;3;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
751;"Downwell";0;0;32;0;2;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
752;"Game Dev Story";0;0;32;0;0;1;0;0;2;0;0;"";"";"";0;0;0;0;0;0
753;"Hitman Go";0;0;32;0;3;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
754;"Hitman: Sniper";0;0;32;0;0;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
755;"Impossible Road";0;0;32;0;0;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
756;"Lara Croft Go";0;0;32;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
757;"The Shard of Life";0;1;32;0;3;0;0;0;5;0;0;"";"";"";0;0;0;0;0;0
758;"Layton Brothers: Mystery Room";0;0;32;0;2;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
759;"Monument Valley";0;0;32;0;4;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
760;"Ida's Dream";0;1;32;0;4;0;0;0;1;0;0;"";"";"";0;0;0;0;0;0
761;"Mortal Kombat X";0;0;32;0;0;1;0;0;3;0;0;"";"";"";0;0;0;0;0;0
762;"Pac-Man 256";0;0;32;0;0;0;0;0;4;0;0;"";"";"";0;0;0;0;0;0
763;"PokEmon Go";0;0;32;0;0;0;0;0;3;0;0;"";"";"";0;0;0;0;0;0
